Gene_Id	Chr	Start	End	Length	Reads	TPM	ExonLength	ExonReads	ExonTPM	IntronLength	IntronReads	IntronTPM	UniqueLength	UniqueReads	UniqueTPM	UniqueExonLength	UniqueExonReads	UniqueExonTPM	UniqueIntronLength	UniqueIntronReads	UniqueIntronTPM
YOL118C	XV	96607	96915	309	217	57.7912	309	217	52.6982	0	0	0	309	217	59.0371	309	217	52.6523	0	0	0
YOL117W	XV	97550	99487	1938	294	12.484	1938	294	11.3838	0	0	0	1938	294	12.7531	1938	294	11.3739	0	0	0
YOL116W	XV	99808	100956	1149	419	30.0092	1149	419	27.3646	0	0	0	1149	419	30.6562	1149	419	27.3407	0	0	0
YOL115W	XV	101474	103228	1755	819	38.4032	1755	819	35.0188	0	0	0	1755	819	39.2311	1755	819	34.9883	0	0	0
YOL114C	XV	103316	103924	609	41	5.54022	609	41	5.05197	0	0	0	609	41	5.65966	609	41	5.04757	0	0	0
YOL113W	XV	104325	106292	1968	717	29.9816	1968	717	27.3394	0	0	0	1968	717	30.6279	1968	717	27.3156	0	0	0
YOL112W	XV	106709	108187	1479	687	38.2252	1479	687	34.8565	0	0	0	1479	687	39.0492	1479	687	34.8261	0	0	0
YOL111C	XV	108257	108895	639	361	46.4908	639	361	42.3937	0	0	0	639	361	47.493	639	361	42.3567	0	0	0
YOL110W	XV	109175	109888	714	322	37.1123	714	322	33.8417	0	0	0	714	322	37.9124	714	322	33.8122	0	0	0
YOL109W	XV	110296	110637	342	20547	4944.05	342	20547	4508.34	0	0	0	342	20547	5050.63	342	20547	4504.41	0	0	0
YOL108C	XV	111430	111885	456	334	60.2757	456	334	54.9637	0	0	0	456	334	61.5751	456	334	54.9158	0	0	0
YOL107W	XV	112101	113129	1029	351	28.0707	1029	351	25.5968	0	0	0	1029	351	28.6758	1029	351	25.5745	0	0	0
YOL106W	XV	113225	113578	354	39	9.06613	354	39	8.26715	0	0	0	354	39	9.26158	354	39	8.25995	0	0	0
YOL105C	XV	114137	115807	1671	258	12.7059	1671	258	11.5861	0	0	0	1671	258	12.9798	1671	258	11.576	0	0	0
YOL104C	XV	116395	117453	1059	14	1.08791	1059	14	0.992034	0	0	0	1059	14	1.11136	1059	14	0.99117	0	0	0
YOL103W-A	XV	117999	119321	1323	4073	253.347	1323	4073	231.02	0	0	0	0	0	0	0	0	0	0	0	0
YOL103W-B	XV	117999	123267	5269	19903	310.85	5268	19903	283.509	0	0	0	3946	16688	355.526	3946	16688	317.076	0	0	0
YOL103W	XV	124000	125829	1830	1707	76.7615	1830	1707	69.9966	0	0	0	1830	1707	78.4163	1830	1707	69.9356	0	0	0
YOL102C	XV	125996	126688	693	329	39.0682	693	329	35.6252	0	0	0	693	329	39.9104	693	329	35.5942	0	0	0
YOL101C	XV	126981	127919	939	38	3.33026	939	38	3.03678	0	0	0	939	38	3.40206	939	38	3.03413	0	0	0
YOL100W	XV	129236	132481	3246	677	17.1633	3246	677	15.6507	0	0	0	2780	532	16.0876	2780	532	14.3477	0	0	0
YOL099C	XV	132016	132507	492	172	28.769	492	172	26.2336	0	0	0	26	22	71.1333	26	22	63.4403	0	0	0
YOL098C	XV	132724	135837	3114	2167	57.2666	3114	2167	52.2198	0	0	0	3114	2167	58.5011	3114	2167	52.1743	0	0	0
snR58	XV	136087	136182	96	24	20.5731	96	24	18.7601	0	0	0	96	24	21.0167	96	24	18.7437	0	0	0
YOL097W-A	XV	136219	136404	186	26	11.5033	186	26	10.4895	0	0	0	186	26	11.7512	186	26	10.4804	0	0	0
YOL097C	XV	136526	137824	1299	2813	178.206	1299	2813	162.501	0	0	0	1299	2813	182.047	1299	2813	162.359	0	0	0
YOL096C	XV	138106	139044	939	297	26.0286	939	297	23.7348	0	0	0	939	297	26.5898	939	297	23.7141	0	0	0
YOL095C	XV	139226	141346	2121	303	11.7561	2121	303	10.72	0	0	0	2121	303	12.0095	2121	303	10.7107	0	0	0
YOL094C	XV	141583	142554	972	352	29.8014	972	352	27.1751	0	0	0	972	352	30.4439	972	352	27.1514	0	0	0
YOL093W	XV	142814	143695	882	588	54.8617	882	588	50.0269	0	0	0	882	588	56.0444	882	588	49.9833	0	0	0
YOL092W	XV	144203	145129	927	1767	156.862	927	1767	143.038	0	0	0	927	1767	160.244	927	1767	142.913	0	0	0
YOL091W	XV	145333	147162	1830	129	5.80095	1830	129	5.28973	0	0	0	1830	129	5.92601	1830	129	5.28512	0	0	0
YOL090W	XV	147381	150275	2895	1171	33.2866	2895	1171	30.3531	0	0	0	2895	1171	34.0042	2895	1171	30.3266	0	0	0
YOL089C	XV	150397	153489	3093	416	11.0681	3093	416	10.0927	0	0	0	3093	416	11.3067	3093	416	10.0839	0	0	0
YOL088C	XV	153911	154744	834	725	71.5373	834	725	65.2329	0	0	0	834	725	73.0795	834	725	65.176	0	0	0
YOL087C	XV	155286	158636	3351	1009	24.7786	3351	1009	22.5949	0	0	0	3351	1009	25.3128	3351	1009	22.5753	0	0	0
YOL086W-A	XV	159172	159444	273	303	91.3357	273	303	83.2865	0	0	0	273	303	93.3047	273	303	83.2139	0	0	0
YOL086C	XV	159547	160593	1047	64124	5040.05	1047	64124	4595.88	0	0	0	1047	64124	5148.7	1047	64124	4591.87	0	0	0
YOL085W-A	XV	161578	161790	213	40	15.454	213	40	14.0921	0	0	0	94	34	30.4071	94	34	27.1186	0	0	0
YOL085C	XV	161672	162013	342	28	6.73741	342	28	6.14365	0	0	0	223	15	5.65471	223	15	5.04316	0	0	0
YOL084W	XV	162355	165330	2976	347	9.59527	2976	347	8.74966	0	0	0	2976	347	9.80212	2976	347	8.74204	0	0	0
YOL083W	XV	165713	166951	1239	142	9.43144	1239	142	8.60026	0	0	0	1098	136	10.4126	1098	136	9.28651	0	0	0
YOL083C-A	XV	166460	166600	141	23	13.4236	141	23	12.2406	0	0	0	0	0	0	0	0	0	0	0	0
YOL082W	XV	168726	169973	1248	494	32.5742	1248	494	29.7035	0	0	0	1248	494	33.2764	1248	494	29.6776	0	0	0
YOL081W	XV	171069	180308	9240	1284	11.4355	9240	1284	10.4277	0	0	0	9240	1284	11.682	9240	1284	10.4186	0	0	0
YOL080C	XV	180557	181426	870	482	45.592	870	482	41.5741	0	0	0	499	263	44.3077	499	263	39.5158	0	0	0
YOL079W	XV	181056	181454	399	257	53.0055	399	257	48.3342	0	0	0	28	20	60.0476	28	20	53.5535	0	0	0
YOL078W	XV	181681	185211	3531	408	9.50875	3531	408	8.67076	0	0	0	3531	408	9.71373	3531	408	8.6632	0	0	0
YOL077W-A	XV	185437	185643	207	1002	398.344	207	1002	363.239	0	0	0	207	1002	406.931	207	1002	362.922	0	0	0
YOL077C	XV	185847	186722	876	1782	167.403	876	1782	152.65	0	0	0	876	1782	171.012	876	1782	152.517	0	0	0
YOL076W	XV	187023	189413	2391	1142	39.305	2391	1142	35.8411	0	0	0	2391	1142	40.1523	2391	1142	35.8099	0	0	0
YOL075C	XV	189657	193541	3885	437	9.25659	3885	437	8.44083	0	0	0	3885	437	9.45614	3885	437	8.43347	0	0	0
YOL073C	XV	193831	194799	969	259	21.9956	969	259	20.0572	0	0	0	969	259	22.4698	969	259	20.0397	0	0	0
YOL072W	XV	194969	196336	1368	265	15.9412	1368	265	14.5363	0	0	0	1368	265	16.2848	1368	265	14.5237	0	0	0
YOL071W	XV	196506	196994	489	367	61.7615	489	367	56.3186	0	0	0	489	367	63.093	489	367	56.2695	0	0	0
YOL070C	XV	197219	198724	1506	716	39.1245	1506	716	35.6765	0	0	0	1506	716	39.9679	1506	716	35.6454	0	0	0
YOL069W	XV	198941	200296	1356	309	18.7525	1356	309	17.0999	0	0	0	1356	309	19.1568	1356	309	17.085	0	0	0
YOL068C	XV	200367	201878	1512	1084	58.9981	1512	1084	53.7987	0	0	0	1512	1084	60.27	1512	1084	53.7519	0	0	0
YOL067C	XV	201984	202517	534	315	48.5434	534	315	44.2654	0	0	0	534	315	49.5899	534	315	44.2268	0	0	0
YOL066C	XV	202695	204470	1776	514	23.8167	1776	514	21.7177	0	0	0	1776	514	24.3301	1776	514	21.6988	0	0	0
YOL065C	XV	204730	205884	1155	245	17.456	1155	245	15.9176	0	0	0	1155	245	17.8323	1155	245	15.9038	0	0	0
YOL064C	XV	206102	207175	1074	4284	328.251	1074	4284	299.323	0	0	0	1074	4284	335.327	1074	4284	299.062	0	0	0
YOL063C	XV	207391	210264	2874	571	16.3497	2874	571	14.9088	0	0	0	2874	571	16.7022	2874	571	14.8959	0	0	0
YOL062C	XV	210519	211994	1476	1245	69.4135	1476	1245	63.2962	0	0	0	1476	1245	70.9099	1476	1245	63.241	0	0	0
YOL061W	XV	212243	213733	1491	2279	125.785	1491	2279	114.699	0	0	0	1491	2279	128.496	1491	2279	114.599	0	0	0
YOL060C	XV	214016	216136	2121	1124	43.61	2121	1124	39.7668	0	0	0	2121	1124	44.5502	2121	1124	39.7321	0	0	0
YOL059W	XV	217125	218447	1323	1418	88.2017	1323	1418	80.4287	0	0	0	1323	1418	90.1032	1323	1418	80.3586	0	0	0
YOL058W	XV	219210	220472	1263	8306	541.189	1263	8306	493.496	0	0	0	1263	8306	552.856	1263	8306	493.065	0	0	0
YOL057W	XV	220766	222901	2136	980	37.756	2136	980	34.4286	0	0	0	2136	980	38.5699	2136	980	34.3986	0	0	0
YOL056W	XV	223267	224178	912	354	31.9425	912	354	29.1275	0	0	0	912	354	32.6311	912	354	29.1021	0	0	0
YOL055C	XV	224419	226074	1656	278	13.8148	1656	278	12.5973	0	0	0	1656	278	14.1126	1656	278	12.5864	0	0	0
YOL054W	XV	228613	229833	1221	376	25.3415	1221	376	23.1082	0	0	0	1221	376	25.8878	1221	376	23.0881	0	0	0
YOL053W	XV	230084	231271	1188	394	27.2923	1188	394	24.8871	0	0	0	1188	394	27.8807	1188	394	24.8654	0	0	0
YOL052C-A	XV	231569	231754	186	104	46.0131	186	104	41.958	0	0	0	186	104	47.005	186	104	41.9215	0	0	0
YOL052C	XV	232445	233635	1191	635	43.8756	1191	635	40.0089	0	0	0	1191	635	44.8214	1191	635	39.974	0	0	0
snR81	XV	234345	234545	201	5	2.04708	201	5	1.86667	0	0	0	201	5	2.09121	201	5	1.86505	0	0	0
YOL051W	XV	234939	238184	3246	1541	39.0674	3246	1541	35.6245	0	0	0	2942	1434	40.9761	2942	1434	36.5445	0	0	0
YOL050C	XV	237881	238201	321	167	42.8127	321	167	39.0397	0	0	0	17	29	143.408	17	29	127.898	0	0	0
YOL049W	XV	238618	240093	1476	1674	93.3318	1476	1674	85.1067	0	0	0	1476	1674	95.3439	1476	1674	85.0325	0	0	0
YOL048C	XV	240203	241309	1107	388	28.8433	1029	388	28.2951	78	3	288.309	1107	388	29.4651	1029	388	28.2704	78	3	285.481
YOL047C	XV	241613	242746	1134	37	2.68503	1071	37	2.59243	63	0	0	1134	37	2.74291	1071	37	2.59017	63	0	0
YOL046C	XV	243465	244139	675	110	13.4106	675	110	12.2288	0	0	0	31	11	29.8301	31	11	26.604	0	0	0
YOL045W	XV	243496	246801	3306	613	15.2587	3306	613	13.914	0	0	0	2662	521	16.4533	2662	521	14.6739	0	0	0
YOL044W	XV	247149	248300	1152	239	17.0729	1152	239	15.5683	0	0	0	1152	239	17.4409	1152	239	15.5547	0	0	0
YOL043C	XV	248391	249533	1143	221	15.9113	1143	221	14.5091	0	0	0	1143	221	16.2544	1143	221	14.4965	0	0	0
YOL042W	XV	249824	250915	1092	464	34.9668	1092	464	31.8853	0	0	0	1092	464	35.7206	1092	464	31.8575	0	0	0
YOL041C	XV	251266	252645	1380	1710	101.971	1380	1710	92.9847	0	0	0	1380	1710	104.17	1380	1710	92.9037	0	0	0
YOL040C	XV	253148	253576	429	12337	2366.54	429	12337	2157.98	0	0	0	429	12337	2417.55	429	12337	2156.1	0	0	0
YOL039W	XV	254296	254616	321	5710	1463.83	321	5710	1334.83	0	0	0	321	5710	1495.39	321	5710	1333.67	0	0	0
YOL038C-A	XV	254925	255020	96	75	64.2911	96	75	58.6252	0	0	0	96	75	65.6771	96	75	58.5742	0	0	0
YOL038W	XV	255336	256100	765	2399	258.065	765	2399	235.322	0	0	0	765	2399	263.629	765	2399	235.117	0	0	0
YOL037C	XV	256665	257018	354	101	23.479	354	101	21.4098	0	0	0	79	27	28.7316	79	27	25.6243	0	0	0
YOL036W	XV	256744	259029	2286	947	34.0906	2286	947	31.0863	0	0	0	1783	778	36.6819	1783	778	32.7148	0	0	0
YOL035C	XV	258802	259104	303	150	40.7389	303	150	37.1487	0	0	0	75	44	49.3191	75	44	43.9853	0	0	0
snR50	XV	259488	259577	90	7	6.40054	90	7	5.83647	0	0	0	90	7	6.53852	90	7	5.83138	0	0	0
YOL034W	XV	259922	263203	3282	565	14.1668	3282	565	12.9183	0	0	0	3282	565	14.4722	3282	565	12.907	0	0	0
YOL033W	XV	263474	265084	1611	674	34.4291	1611	674	31.3949	0	0	0	1611	674	35.1713	1611	674	31.3675	0	0	0
YOL032W	XV	265428	266168	741	346	38.4254	741	346	35.0391	0	0	0	741	346	39.2538	741	346	35.0085	0	0	0
YOL031C	XV	266263	267528	1266	607	39.4562	1266	607	35.979	0	0	0	1266	607	40.3068	1266	607	35.9477	0	0	0
YOL030W	XV	268186	269640	1455	3695	208.984	1455	3695	190.566	0	0	0	1455	3695	213.489	1455	3695	190.4	0	0	0
YOL029C	XV	269814	270419	606	304	41.2821	606	304	37.644	0	0	0	606	304	42.172	606	304	37.6112	0	0	0
YOL028C	XV	270632	271369	738	414	46.1641	738	414	42.0958	0	0	0	738	414	47.1593	738	414	42.0591	0	0	0
YOL027C	XV	272002	273723	1722	2025	96.7727	1722	2025	88.2443	0	0	0	1722	2025	98.8588	1722	2025	88.1674	0	0	0
YOL026C	XV	274011	274352	342	303	72.9084	342	303	66.4831	0	0	0	342	303	74.4801	342	303	66.4251	0	0	0
tS(GCU)O	XV	274672	274772	101	2	1.62956	82	2	1.83025	19	2	789.057	101	2	1.66469	82	2	1.82866	19	2	781.317
YOL025W	XV	274956	276938	1983	217	9.00529	1983	217	8.21167	0	0	0	1983	217	9.19942	1983	217	8.20452	0	0	0
YOL024W	XV	277085	277603	519	5	0.7928	519	5	0.722932	0	0	0	519	5	0.80989	519	5	0.722302	0	0	0
YOL023W	XV	278055	280085	2031	604	24.473	2031	604	22.3163	0	0	0	2031	604	25.0006	2031	604	22.2968	0	0	0
YOL022C	XV	280271	281497	1227	816	54.7276	1227	816	49.9046	0	0	0	1227	816	55.9074	1227	816	49.8611	0	0	0
YOL021C	XV	282420	285425	3006	1569	42.9531	3006	1569	39.1677	0	0	0	3006	1569	43.8791	3006	1569	39.1336	0	0	0
YOL020W	XV	286171	287949	1779	1241	57.4059	1779	1241	52.3468	0	0	0	1779	1241	58.6434	1779	1241	52.3012	0	0	0
YOL019W	XV	288897	290552	1656	867	43.0843	1656	867	39.2874	0	0	0	1656	867	44.0131	1656	867	39.2532	0	0	0
YOL018C	XV	290880	292073	1194	411	28.3268	1194	411	25.8305	0	0	0	1194	411	28.9375	1194	411	25.8079	0	0	0
YOL017W	XV	292528	294672	2145	378	14.5019	2145	378	13.2239	0	0	0	2145	378	14.8145	2145	378	13.2124	0	0	0
YOL016C	XV	294776	296119	1344	908	55.5965	1344	908	50.6969	0	0	0	1344	908	56.795	1344	908	50.6527	0	0	0
YOL015W	XV	297077	298837	1761	66	3.08422	1761	66	2.81241	0	0	0	1761	66	3.15071	1761	66	2.80996	0	0	0
YOL014W	XV	299692	300066	375	176	38.6227	375	176	35.2189	0	0	0	375	176	39.4553	375	176	35.1882	0	0	0
YOL013W-B	XV	300689	300979	291	8	2.26234	291	8	2.06296	0	0	0	291	8	2.31111	291	8	2.06117	0	0	0
YOL013W-A	XV	301046	301237	192	20	8.57215	192	20	7.8167	0	0	0	90	18	16.8133	90	18	14.995	0	0	0
tP(UGG)O1	XV	301096	301197	102	18	14.5222	72	18	18.7601	30	18	4497.63	0	0	0	0	0	0	0	0	0
YOL013C	XV	301379	303034	1656	451	22.4118	1656	451	20.4367	0	0	0	1656	451	22.895	1656	451	20.4189	0	0	0
YOL012C	XV	303578	303982	405	831	168.852	405	831	153.972	0	0	0	405	831	172.492	405	831	153.837	0	0	0
YOL011W	XV	305348	307408	2061	921	36.7741	2061	921	33.5333	0	0	0	2061	921	37.5669	2061	921	33.5041	0	0	0
YOL010W	XV	307937	309040	1104	983	73.2732	1104	983	66.8158	0	0	0	1104	983	74.8528	1104	983	66.7576	0	0	0
YOL009C	XV	309323	310138	816	192	19.363	816	192	17.6565	0	0	0	816	192	19.7804	816	192	17.6412	0	0	0
YOL008W	XV	310311	310934	624	204	26.9033	624	204	24.5324	0	0	0	624	204	27.4833	624	204	24.511	0	0	0
YOL007C	XV	311341	312366	1026	569	45.6379	1026	569	41.6159	0	0	0	1026	569	46.6217	1026	569	41.5797	0	0	0
YOL006C	XV	313077	315386	2310	1316	46.8818	2310	1316	42.7502	0	0	0	2310	1316	47.8925	2310	1316	42.713	0	0	0
YOL005C	XV	315812	316174	363	452	102.469	363	452	93.4386	0	0	0	363	452	104.678	363	452	93.3572	0	0	0
YOL004W	XV	316937	321547	4611	2086	37.2289	4611	2086	33.948	0	0	0	4611	2086	38.0314	4611	2086	33.9184	0	0	0
YOL003C	XV	321857	322993	1137	419	30.3259	1137	419	27.6534	0	0	0	1137	419	30.9797	1137	419	27.6293	0	0	0
YOL002C	XV	323410	324363	954	877	75.6505	954	877	68.9836	0	0	0	954	877	77.2814	954	877	68.9235	0	0	0
YOL001W	XV	325248	326129	882	283	26.4045	882	283	24.0776	0	0	0	882	283	26.9738	882	283	24.0566	0	0	0
YOR001W	XV	326831	329032	2202	837	31.2802	2202	837	28.5235	0	0	0	2202	837	31.9545	2202	837	28.4986	0	0	0
YOR002W	XV	329416	331050	1635	1526	76.8064	1635	1526	70.0376	0	0	0	1635	1526	78.4622	1635	1526	69.9766	0	0	0
YOR003W	XV	331454	332890	1437	227	12.9996	1437	227	11.854	0	0	0	1437	227	13.2798	1437	227	11.8436	0	0	0
YOR004W	XV	333591	334355	765	766	82.4002	765	766	75.1384	0	0	0	765	766	84.1765	765	766	75.0729	0	0	0
YOR005C	XV	334508	337342	2835	353	10.2467	2835	353	9.34364	0	0	0	2835	353	10.4676	2835	353	9.3355	0	0	0
YOR006C	XV	337679	338620	942	618	53.9881	942	618	49.2303	0	0	0	942	618	55.152	942	618	49.1874	0	0	0
YOR007C	XV	338937	339977	1041	5397	426.641	1041	5397	389.042	0	0	0	1041	5397	435.838	1041	5397	388.703	0	0	0
YOR008C	XV	341277	342413	1137	1526	110.447	1137	1526	100.714	0	0	0	1137	1526	112.828	1137	1526	100.626	0	0	0
YOR008C-A	XV	342856	343080	225	11	4.02319	225	11	3.66864	0	0	0	225	11	4.10992	225	11	3.66544	0	0	0
YOR008W-B	XV	343928	344029	102	11	8.87469	102	11	8.09258	0	0	0	102	11	9.06601	102	11	8.08553	0	0	0
YOR009W	XV	344334	345797	1464	96	5.39624	1464	96	4.92068	0	0	0	1464	96	5.51257	1464	96	4.91639	0	0	0
YOR010C	XV	346194	346949	756	117	12.7358	756	117	11.6134	0	0	0	756	117	13.0103	756	117	11.6033	0	0	0
YOR011W	XV	349678	353862	4185	487	9.57622	4185	487	8.73229	0	0	0	4185	487	9.78266	4185	487	8.72468	0	0	0
tT(AGU)O2	XV	354040	354112	73	6	6.76378	73	6	6.1677	0	0	0	73	6	6.90959	73	6	6.16232	0	0	0
YOR011W-A	XV	355651	355857	207	5	1.98774	207	5	1.81257	0	0	0	207	5	2.03059	207	5	1.81099	0	0	0
YOR012W	XV	356542	356955	414	122	24.2505	414	122	22.1133	0	0	0	208	79	31.9292	208	79	28.4761	0	0	0
YOR013W	XV	356750	357220	471	93	16.2489	471	93	14.8169	0	0	0	265	50	15.8616	265	50	14.1462	0	0	0
YOR014W	XV	357673	359946	2274	1419	51.3514	2274	1419	46.8259	0	0	0	2274	1419	52.4585	2274	1419	46.7851	0	0	0
YOR015W	XV	359992	360351	360	261	59.6621	360	261	54.4042	0	0	0	360	261	60.9483	360	261	54.3568	0	0	0
YOR016C	XV	360460	361083	624	630	83.0839	624	630	75.7619	0	0	0	624	630	84.875	624	630	75.6958	0	0	0
YOR017W	XV	361411	363813	2403	703	24.0748	2403	703	21.9531	0	0	0	2403	703	24.5938	2403	703	21.934	0	0	0
YOR018W	XV	364368	366881	2514	347	11.3586	2514	347	10.3576	0	0	0	2514	347	11.6035	2514	347	10.3486	0	0	0
YOR019W	XV	368126	370318	2193	136	5.10342	2193	136	4.65366	0	0	0	2193	136	5.21343	2193	136	4.64961	0	0	0
YOR020C	XV	370523	370843	321	4404	1129.02	321	4404	1029.53	0	0	0	321	4404	1153.36	321	4404	1028.63	0	0	0
YOR020W-A	XV	371684	371956	273	349	105.202	273	349	95.9307	0	0	0	273	349	107.47	273	349	95.8471	0	0	0
YOR021C	XV	372797	373438	642	1395	178.813	642	1395	163.055	0	0	0	642	1395	182.668	642	1395	162.913	0	0	0
YOR022C	XV	373709	375856	2148	313	11.9914	2148	313	10.9346	0	0	0	2148	313	12.2499	2148	313	10.9251	0	0	0
YOR023C	XV	376011	377711	1701	755	36.5261	1701	755	33.3071	0	0	0	1701	755	37.3135	1701	755	33.2781	0	0	0
YOR024W	XV	377846	378169	324	2	0.507979	324	2	0.463212	0	0	0	324	2	0.51893	324	2	0.462808	0	0	0
YOR025W	XV	378218	379561	1344	506	30.9822	1344	506	28.2518	0	0	0	1344	506	31.6501	1344	506	28.2272	0	0	0
YOR026W	XV	379780	380805	1026	318	25.5059	1026	318	23.2581	0	0	0	1026	318	26.0557	1026	318	23.2378	0	0	0
YOR027W	XV	381052	382821	1770	4661	216.704	1770	4661	197.606	0	0	0	1770	4661	221.375	1770	4661	197.434	0	0	0
YOR028C	XV	383532	384419	888	83	7.69176	888	83	7.0139	0	0	0	888	83	7.85758	888	83	7.00779	0	0	0
YOR029W	XV	384599	384934	336	2	0.489837	336	2	0.446669	0	0	0	336	2	0.500397	336	2	0.446279	0	0	0
YOR030W	XV	386824	388683	1860	418	18.4937	1860	418	16.8639	0	0	0	1860	418	18.8924	1860	418	16.8492	0	0	0
YOR031W	XV	389212	389421	210	109	42.7138	210	109	38.9495	0	0	0	210	109	43.6346	210	109	38.9156	0	0	0
YOR032C	XV	389770	391074	1305	105	6.62124	1305	105	6.03773	0	0	0	1305	105	6.76398	1305	105	6.03246	0	0	0
YOR032W-A	XV	392175	392375	201	5	2.04708	201	5	1.86667	0	0	0	201	5	2.09121	201	5	1.86505	0	0	0
YOR033C	XV	392415	394523	2109	621	24.2312	2109	621	22.0958	0	0	0	2109	621	24.7536	2109	621	22.0765	0	0	0
YOR034C	XV	394836	397085	2250	448	16.3854	2250	448	14.9414	0	0	0	2250	448	16.7386	2250	448	14.9283	0	0	0
YOR034C-A	XV	397425	397667	243	24	8.12766	243	24	7.41139	0	0	0	243	24	8.30288	243	24	7.40493	0	0	0
YOR035C	XV	397734	400103	2370	520	18.0558	2370	520	16.4645	0	0	0	2370	520	18.445	2370	520	16.4502	0	0	0
YOR036W	XV	400347	401213	867	605	57.4245	867	605	52.3638	0	0	0	867	605	58.6624	867	605	52.3181	0	0	0
YOR037W	XV	401554	402654	1101	381	28.4773	1101	381	25.9676	0	0	0	1101	381	29.0912	1101	381	25.945	0	0	0
YOR038C	XV	402760	405387	2628	528	16.5337	2628	528	15.0766	0	0	0	2628	528	16.8901	2628	528	15.0635	0	0	0
YOR039W	XV	405767	406543	777	897	95.0019	777	897	86.6295	0	0	0	777	897	97.0499	777	897	86.5541	0	0	0
YOR040W	XV	407063	407920	858	165	15.8255	858	165	14.4308	0	0	0	858	165	16.1667	858	165	14.4183	0	0	0
snR9	XV	407947	408133	187	59	25.964	187	59	23.6758	0	0	0	187	59	26.5237	187	59	23.6552	0	0	0
YOR041C	XV	408357	408788	432	394	75.0539	432	394	68.4395	0	0	0	67	73	91.595	67	73	81.6891	0	0	0
YOR042W	XV	408424	409659	1236	1246	82.9584	1236	1246	75.6474	0	0	0	871	926	89.3751	871	926	79.7093	0	0	0
snR62	XV	409764	409863	100	36	29.6253	100	36	27.0145	0	0	0	100	36	30.264	100	36	26.991	0	0	0
YOR043W	XV	410869	412329	1461	1081	60.8886	1461	1081	55.5226	0	0	0	1461	1081	62.2013	1461	1081	55.4743	0	0	0
YOR044W	XV	413006	413479	474	76	13.1946	474	76	12.0318	0	0	0	474	76	13.479	474	76	12.0213	0	0	0
YOR045W	XV	413851	414036	186	663	293.333	186	663	267.482	0	0	0	186	663	299.657	186	663	267.249	0	0	0
YOR046C	XV	414458	415906	1449	1862	105.748	1449	1862	96.4286	0	0	0	1449	1862	108.028	1449	1862	96.3446	0	0	0
YOR047C	XV	416346	417680	1335	471	29.0336	1335	471	26.4749	0	0	0	1335	471	29.6595	1335	471	26.4518	0	0	0
YOR048C	XV	418629	421649	3021	1658	45.1642	3021	1658	41.184	0	0	0	3021	1658	46.1379	3021	1658	41.1481	0	0	0
YOR049C	XV	422667	423731	1065	169	13.0586	1065	169	11.9078	0	0	0	1065	169	13.3402	1065	169	11.8974	0	0	0
YOR050C	XV	424269	424616	348	59	13.9519	348	59	12.7224	0	0	0	348	59	14.2527	348	59	12.7113	0	0	0
YOR051C	XV	424845	426083	1239	1463	97.1704	1239	1463	88.6069	0	0	0	1239	1463	99.2651	1239	1463	88.5297	0	0	0
YOR052C	XV	426771	427223	453	1104	200.554	453	1104	182.88	0	0	0	453	1104	204.878	453	1104	182.72	0	0	0
YOR053W	XV	427816	428157	342	116	27.9121	342	116	25.4523	0	0	0	16	6	31.525	16	6	28.1156	0	0	0
YOR054C	XV	427832	429856	2025	505	20.5224	2025	505	18.7138	0	0	0	1319	344	21.9249	1319	344	19.5537	0	0	0
YOR055W	XV	429477	429911	435	116	21.9447	435	116	20.0107	0	0	0	55	36	55.0254	55	36	49.0745	0	0	0
YOR056C	XV	430246	431625	1380	1144	68.2194	1380	1144	62.2073	0	0	0	1380	1144	69.69	1380	1144	62.1531	0	0	0
YOR057W	XV	432185	433372	1188	602	41.7005	1188	602	38.0255	0	0	0	1188	602	42.5994	1188	602	37.9923	0	0	0
YOR058C	XV	433687	436344	2658	570	17.6474	2658	570	16.0922	0	0	0	2658	570	18.0278	2658	570	16.0781	0	0	0
tK(UUU)O	XV	438642	438737	96	6	5.14329	73	6	6.1677	23	4	1303.66	96	6	5.25416	73	6	6.16232	23	4	1290.87
YOR059C	XV	438905	440257	1353	755	45.9209	1353	755	41.8739	0	0	0	1353	755	46.9108	1353	755	41.8374	0	0	0
YOR060C	XV	440389	441162	774	153	16.2671	774	153	14.8335	0	0	0	774	153	16.6178	774	153	14.8206	0	0	0
YOR061W	XV	441533	442552	1020	1261	101.736	1020	1261	92.7704	0	0	0	1020	1261	103.929	1020	1261	92.6896	0	0	0
YOR062C	XV	442724	443530	807	135	13.7664	807	135	12.5532	0	0	0	807	135	14.0632	807	135	12.5423	0	0	0
YOR063W	XV	444685	445848	1164	47426	3352.93	1164	47426	3057.44	0	0	0	1164	47426	3425.21	1164	47426	3054.78	0	0	0
YOR064C	XV	446078	446737	660	306	38.1538	660	306	34.7914	0	0	0	660	306	38.9763	660	306	34.7611	0	0	0
YOR065W	XV	447438	448367	930	3753	332.09	930	3753	302.824	0	0	0	930	3753	339.25	930	3753	302.56	0	0	0
YOR066W	XV	449435	451324	1890	394	17.1552	1890	394	15.6433	0	0	0	1890	394	17.525	1890	394	15.6297	0	0	0
YOR067C	XV	451728	453461	1734	1219	57.8516	1734	1219	52.7533	0	0	0	1734	1219	59.0987	1734	1219	52.7073	0	0	0
